Date,Region,District,Crop,Seed_Price_Per_Kg,Fertilizer_Price_Per_Kg,Herbicide_Price_Per_Litre,Pesticide_Price_Per_Litre,Labor_Cost_Per_Day,Rainfall_Index,Soil_Fertility_Index
2018-08-01,Northern,Gulu,Sunflower,2528,2174,11403,12698,3862,86,0.57
2018-08-01,Western,Mbarara,Matooke,3662,2151,10733,13705,5515,106,0.62
2018-08-01,Western,Kasese,Maize,3042,2423,8682,10619,5655,91,0.72
2018-08-01,Western,Kabale,Sorghum,2437,2057,10494,13773,5424,84,0.58
2018-08-01,Western,Hoima,Sorghum,3295,2167,9570,14220,5225,111,0.73
2018-08-01,Western,Mbarara,Sweet Potatoes,3506,2506,10859,12481,5379,76,0.71
2018-08-01,Western,Fort Portal,Sweet Potatoes,2995,2037,11673,11083,5185,120,0.74
2018-08-01,Western,Kabale,Sweet Potatoes,2539,2380,9301,13855,4764,124,0.78
2018-08-01,Western,Mbarara,Cotton,3196,1955,11521,12267,5084,103,0.79
2018-08-01,Western,Mbarara,Sorghum,3255,2310,12155,12287,3923,106,0.75
2018-08-01,Western,Kabale,Cotton,2488,2722,10751,13898,5038,104,0.74
2018-08-01,Western,Kasese,Soybeans,2672,2242,10231,13423,5702,107,0.69
2018-08-01,Western,Mbarara,Soybeans,2512,2620,9699,13682,4843,114,0.83
2018-08-01,Western,Fort Portal,Soybeans,3176,2313,11727,12514,5238,131,0.68
2018-08-01,Western,Hoima,Sunflower,2751,2373,10122,14424,5073,123,0.72
2018-08-01,Northern,Lira,Maize,2794,1678,7550,10006,4975,125,0.6
2018-08-01,Western,Mbarara,Sunflower,2900,2423,11153,13406,4808,114,0.91
2018-08-01,Western,Kasese,Cotton,2963,2143,11782,14116,5038,122,0.76
2018-08-01,Western,Mbarara,Groundnuts,2824,2222,11074,13863,5775,92,0.7
2018-08-01,Western,Kasese,Groundnuts,2637,1901,10043,11701,3921,59,0.79
2018-08-01,Western,Fort Portal,Groundnuts,2611,2426,11365,11107,4815,98,0.8
2018-08-01,Western,Fort Portal,Maize,2871,2248,7799,10912,5063,99,0.83
2018-08-01,Western,Kasese,Beans,3626,2149,7659,10134,4767,114,0.69
2018-08-01,Western,Mbarara,Beans,3325,2118,7671,8168,5581,91,0.55
2018-08-01,Western,Fort Portal,Beans,4146,2258,7785,8828,5652,90,0.83
2018-08-01,Western,Hoima,Coffee,3597,2477,11543,18704,6985,79,0.77
2018-08-01,Western,Fort Portal,Coffee,4160,2483,13623,13541,6333,69,0.71
2018-08-01,Western,Kabale,Coffee,3110,2840,12334,15386,6281,62,0.73
2018-08-01,Western,Hoima,Rice,2900,1790,11386,13415,5764,119,0.83
2018-08-01,Western,Fort Portal,Rice,2847,2376,9353,13275,4823,85,0.81
2018-08-01,Western,Kasese,Rice,3007,2545,10891,12343,4698,102,0.67
2018-08-01,Western,Fort Portal,Cassava,2871,2554,12193,14587,4749,81,0.72
2018-08-01,Western,Mbarara,Cassava,2761,2381,9967,11768,4632,93,0.79
2018-08-01,Western,Kasese,Cassava,2484,2162,9758,14600,5404,64,0.84
2018-08-01,Western,Hoima,Matooke,2797,2286,10655,12974,4777,135,0.71
2018-08-01,Western,Kabale,Matooke,3113,1846,10867,14276,4684,115,0.75
2018-08-01,Western,Hoima,Maize,3032,2191,8274,9222,5382,99,0.82
2018-08-01,Western,Fort Portal,Sunflower,2878,2347,9693,13586,4993,120,0.79
2018-08-01,Eastern,Jinja,Sunflower,3001,2187,11428,12457,5192,119,0.76
2018-08-01,Eastern,Tororo,Sunflower,2781,2260,12111,12330,5199,112,0.7
2018-08-01,Central,Wakiso,Groundnuts,4609,3122,14873,17249,6415,84,0.85
2018-08-01,Central,Mukono,Groundnuts,3050,2824,13474,17240,6140,78,0.77
2018-08-01,Central,Masaka,Groundnuts,3648,3077,12068,19288,6223,97,0.88
2018-08-01,Central,Mukono,Sorghum,2980,2976,13132,17000,6679,101,0.66
2018-08-01,Central,Luweero,Sorghum,4150,3197,13559,19536,6893,61,0.9
2018-08-01,Central,Masaka,Sorghum,3572,2614,15200,17619,6134,74,0.71
2018-08-01,Central,Wakiso,Matooke,3203,3474,14489,16487,4943,85,0.96
2018-08-01,Central,Luweero,Sweet Potatoes,3563,3409,12519,16489,5289,89,0.72
2018-08-01,Central,Kampala,Sweet Potatoes,3499,3048,14476,18332,6218,77,0.76
2018-08-01,Central,Masaka,Cotton,3205,3069,13291,18016,6342,99,0.95
2018-08-01,Central,Luweero,Cotton,3837,2930,14095,16935,6112,90,0.73
2018-08-01,Central,Mukono,Cotton,3359,2901,14148,15644,7035,69,0.85
2018-08-01,Central,Mukono,Soybeans,3609,3134,15495,16488,6476,72,0.74
2018-08-01,Central,Luweero,Soybeans,4325,3161,15715,17352,5699,98,0.83
2018-08-01,Central,Wakiso,Sweet Potatoes,4130,3041,15117,14169,6095,89,0.8
2018-08-01,Central,Masaka,Soybeans,3429,3526,12988,17481,6040,92,0.79
2018-08-01,Central,Kampala,Matooke,2844,2304,16141,20456,7043,45,0.84
2018-08-01,Central,Masaka,Cassava,3587,3480,14474,15663,7458,55,0.84
2018-08-01,Eastern,Iganga,Sunflower,2667,2669,11549,16290,5655,123,0.77
2018-08-01,Central,Mukono,Maize,3688,2367,9426,12456,5758,114,0.69
2018-08-01,Central,Masaka,Maize,4033,2716,12369,13466,7714,107,0.8
2018-08-01,Central,Kampala,Maize,3975,2674,12310,13641,7786,86,0.84
2018-08-01,Central,Wakiso,Beans,5059,2337,8989,12084,6447,61,0.85
2018-08-01,Central,Kampala,Beans,3609,2743,10802,11110,6374,65,0.98
2018-08-01,Central,Luweero,Cassava,3499,2686,14266,17887,5526,70,0.89
2018-08-01,Central,Mukono,Beans,4659,2303,9701,11566,6511,108,0.94
2018-08-01,Central,Luweero,Coffee,6312,3296,18261,23072,8923,99,0.89
2018-08-01,Central,Kampala,Coffee,5262,3560,16038,20091,8552,94,0.83
2018-08-01,Central,Wakiso,Rice,3501,3096,16541,14680,6135,119,0.84
2018-08-01,Central,Mukono,Rice,3938,3131,11158,16258,6227,66,0.86
2018-08-01,Central,Masaka,Rice,3087,2911,11392,15450,5990,61,0.67
2018-08-01,Central,Mukono,Cassava,3843,3244,12376,18009,7185,83,0.75
2018-08-01,Central,Mukono,Coffee,5732,3969,17516,21487,7899,66,0.73
2018-08-01,Central,Masaka,Sunflower,3490,2734,14661,16915,7308,61,0.83
2018-08-01,Central,Masaka,Matooke,3991,3379,14348,12643,6389,90,0.9
2018-08-01,Central,Mukono,Sunflower,3823,3196,12750,15189,4864,50,0.85
2018-08-01,Eastern,Jinja,Groundnuts,3021,2543,12563,12019,4730,66,0.69
2018-08-01,Eastern,Iganga,Groundnuts,2486,2305,10748,13914,6176,100,0.76
2018-08-01,Eastern,Tororo,Groundnuts,3348,2768,11751,10215,4602,106,0.6
2018-08-01,Eastern,Jinja,Sorghum,3359,2117,13809,13977,5772,115,0.74
2018-08-01,Eastern,Soroti,Sorghum,2665,2435,11435,10926,4409,61,0.82
2018-08-01,Eastern,Mbale,Sorghum,2644,2463,8092,15081,4914,109,0.74
2018-08-01,Eastern,Iganga,Sweet Potatoes,2796,2442,12763,11539,5226,122,0.76
2018-08-01,Eastern,Mbale,Sweet Potatoes,2732,2075,11907,13255,4420,97,0.66
2018-08-01,Eastern,Jinja,Sweet Potatoes,2768,2515,11260,14262,5118,115,0.76
2018-08-01,Eastern,Soroti,Cotton,2469,2554,12990,12447,5200,95,0.76
2018-08-01,Eastern,Tororo,Cotton,2919,2359,12595,15775,5568,86,0.72
2018-08-01,Eastern,Iganga,Cotton,2911,2913,11189,14777,4692,80,0.65
2018-08-01,Eastern,Mbale,Soybeans,2861,2430,11888,15854,5097,103,0.73
2018-08-01,Eastern,Jinja,Soybeans,3255,2250,11321,11596,5118,89,0.74
2018-08-01,Central,Wakiso,Sunflower,3936,2758,13505,19298,5737,53,0.78
2018-08-01,Eastern,Iganga,Matooke,3268,2172,10502,14818,4493,105,0.74
2018-08-01,Eastern,Jinja,Matooke,2849,2124,11841,13328,4767,58,0.71
2018-08-01,Eastern,Tororo,Soybeans,3205,2292,10421,12962,4873,129,0.68
2018-08-01,Eastern,Jinja,Maize,3516,2302,8928,13407,5535,76,0.52
2018-08-01,Eastern,Iganga,Maize,3000,1908,8678,9501,6462,98,0.65
2018-08-01,Eastern,Soroti,Maize,2914,2193,7486,10264,5890,70,0.85
2018-08-01,Eastern,Mbale,Beans,4262,2448,9390,9480,4617,72,0.47
2018-08-01,Eastern,Tororo,Beans,4325,2156,7887,7862,5534,103,0.66
2018-08-01,Eastern,Mbale,Matooke,2949,2345,9514,12395,5415,88,0.7
2018-08-01,Eastern,Tororo,Coffee,4651,2797,12908,16756,6584,98,0.61
2018-08-01,Eastern,Jinja,Coffee,5221,3029,15856,17888,7450,79,0.68
2018-08-01,Eastern,Soroti,Beans,3414,2332,7654,9743,6030,110,0.73
2018-08-01,Eastern,Mbale,Rice,3052,2305,10937,12253,4653,112,0.66
2018-08-01,Eastern,Tororo,Rice,3391,2706,10312,13275,5152,122,0.69
2018-08-01,Eastern,Soroti,Rice,3279,2777,10585,16641,5610,86,0.66
2018-08-01,Eastern,Iganga,Cassava,2335,2755,11468,13346,5511,96,0.82
2018-08-01,Eastern,Mbale,Cassava,3233,2335,10563,13554,4101,104,0.6
2018-08-01,Eastern,Soroti,Cassava,3287,2289,11510,11339,6354,124,0.69
2018-08-01,Eastern,Mbale,Coffee,4870,2731,13889,16185,7071,93,0.54
2018-09-01,Northern,Lira,Sorghum,2209,2410,9852,11956,3974,165,0.55
2018-09-01,Northern,Arua,Sorghum,2604,2227,11750,13520,3927,113,0.58
2018-09-01,Northern,Gulu,Sorghum,2400,2166,10133,11547,5251,150,0.58
2018-09-01,Northern,Nebbi,Sweet Potatoes,2643,2056,9744,13625,4696,105,0.61
2018-09-01,Northern,Kitgum,Sweet Potatoes,2759,2195,10572,12587,4460,183,0.65
2018-09-01,Northern,Arua,Sweet Potatoes,2869,2145,9006,12076,3851,136,0.69
2018-09-01,Northern,Gulu,Sunflower,2340,1792,10405,11985,5301,109,0.59
2018-09-01,Northern,Arua,Cotton,2758,2138,10275,11741,5088,122,0.5
2018-09-01,Northern,Gulu,Cotton,3144,1960,9973,11185,4159,118,0.58
2018-09-01,Northern,Arua,Soybeans,2592,2385,10305,13980,5342,85,0.52
2018-09-01,Northern,Gulu,Soybeans,3120,2248,9935,12204,4402,96,0.66
2018-09-01,Northern,Nebbi,Soybeans,2094,2288,9597,13231,3939,85,0.54
2018-09-01,Northern,Arua,Sunflower,2356,2208,8062,12135,4475,175,0.54
2018-09-01,Northern,Kitgum,Groundnuts,2777,2208,11148,10506,4594,141,0.58
2018-09-01,Northern,Lira,Cotton,2222,1911,8468,9146,4355,143,0.59
2018-09-01,Northern,Nebbi,Groundnuts,2274,2254,8324,13022,5075,121,0.62
2018-09-01,Northern,Lira,Rice,2376,2210,9387,12540,4796,137,0.44
2018-09-01,Northern,Gulu,Matooke,2937,1935,9783,11609,3936,162,0.73
2018-09-01,Northern,Arua,Maize,3181,1946,8276,11102,5494,146,0.69
2018-09-01,Northern,Lira,Beans,4228,1650,6676,8283,4981,135,0.58
2018-09-01,Northern,Gulu,Beans,3556,1739,6648,7924,4603,168,0.58
2018-09-01,Northern,Arua,Beans,4444,1846,6969,6973,4794,148,0.55
2018-09-01,Northern,Kitgum,Coffee,4324,2409,12047,14649,6355,99,0.53
2018-09-01,Northern,Nebbi,Coffee,4702,1761,10992,14485,6302,171,0.63
2018-09-01,Northern,Lira,Groundnuts,2373,2116,9000,10724,4441,115,0.62
2018-09-01,Northern,Gulu,Coffee,3683,2170,14305,13915,5687,116,0.74
2018-09-01,Northern,Gulu,Rice,2337,1656,8169,14348,4443,149,0.68
2018-09-01,Northern,Nebbi,Cassava,2920,1915,11622,12150,4168,75,0.55
2018-09-01,Northern,Kitgum,Cassava,2272,2276,11043,11634,4148,158,0.59
2018-09-01,Northern,Lira,Cassava,2612,2174,9716,11401,5328,146,0.64
2018-09-01,Northern,Arua,Matooke,2704,1868,9296,10363,4682,132,0.55
2018-09-01,Northern,Nebbi,Matooke,2646,2189,8699,12066,4469,134,0.56
2018-09-01,Northern,Nebbi,Rice,2727,2256,10991,11550,3791,110,0.67
2018-09-01,Western,Fort Portal,Maize,2915,2292,8200,9370,6049,111,0.66
2018-09-01,Northern,Nebbi,Maize,3177,1839,6263,9415,5224,104,0.65
2018-09-01,Western,Hoima,Maize,3538,2246,9151,9983,6019,118,0.88
2018-09-01,Western,Hoima,Sorghum,2951,2478,11278,12043,5050,118,0.78
2018-09-01,Western,Mbarara,Sorghum,2502,1949,11140,12244,4642,142,0.8
2018-09-01,Western,Kabale,Sweet Potatoes,2638,2008,12166,11516,4762,138,0.86
2018-09-01,Western,Fort Portal,Sweet Potatoes,2528,2484,12039,14114,5001,154,0.96
2018-09-01,Western,Mbarara,Sweet Potatoes,3060,2364,10701,15106,5774,167,0.78
2018-09-01,Western,Mbarara,Cotton,3029,2448,10595,13287,4985,138,0.71
2018-09-01,Western,Kasese,Sorghum,2821,2158,9203,9395,5034,102,0.72
2018-09-01,Western,Kasese,Cotton,2420,2112,9754,14650,5287,156,0.74
2018-09-01,Western,Kabale,Soybeans,2998,2126,8838,13767,4248,122,0.86
2018-09-01,Western,Kasese,Soybeans,2743,2302,13878,13287,4511,151,0.82
2018-09-01,Western,Mbarara,Soybeans,2421,1906,9832,13512,4866,128,0.74
2018-09-01,Western,Hoima,Sunflower,3413,2469,9128,12038,5340,109,0.95
2018-09-01,Western,Kabale,Sunflower,2615,1918,11361,13696,3950,104,0.78
2018-09-01,Western,Fort Portal,Sunflower,2895,2419,12363,13208,5341,116,0.56
2018-09-01,Western,Fort Portal,Cotton,2356,2366,8520,14164,4947,108,0.65
2018-09-01,Western,Mbarara,Groundnuts,2895,2473,9404,13744,4535,135,0.74
2018-09-01,Western,Fort Portal,Groundnuts,2842,1880,10969,11807,5608,160,0.84
2018-09-01,Western,Kasese,Groundnuts,2803,2245,13944,12008,5768,140,0.75
2018-09-01,Western,Kabale,Beans,2889,2348,8345,9458,5620,122,0.73
2018-09-01,Western,Mbarara,Beans,3125,1857,7905,7540,5478,140,0.69
2018-09-01,Western,Hoima,Beans,3550,2042,7012,8173,6013,154,0.71
2018-09-01,Western,Fort Portal,Coffee,4988,2174,13443,14119,6714,139,0.78
2018-09-01,Western,Mbarara,Coffee,3669,2435,11423,16468,6636,133,0.69
2018-09-01,Western,Kabale,Coffee,4572,2495,12898,15945,5444,163,0.77
2018-09-01,Western,Kabale,Rice,2843,2550,9060,13108,4513,110,0.69
2018-09-01,Western,Fort Portal,Rice,2700,2668,10443,11266,4771,138,0.82
2018-09-01,Western,Mbarara,Rice,2995,1931,10437,15368,4732,125,0.87
2018-09-01,Western,Kasese,Cassava,2574,2550,10661,11493,5239,198,0.67
2018-09-01,Western,Fort Portal,Cassava,2549,2294,9475,16023,4254,145,0.74
2018-09-01,Western,Hoima,Cassava,2998,2158,12512,13373,5312,158,0.8
2018-09-01,Western,Kasese,Matooke,2553,2237,11567,12740,4145,140,0.61
2018-09-01,Western,Mbarara,Matooke,3056,2242,10292,15431,4730,148,0.83
2018-09-01,Western,Kabale,Matooke,2357,2198,10014,13527,3996,133,0.68
2018-09-01,Western,Kasese,Maize,3112,2357,7565,11027,5987,114,0.71
2018-09-01,Northern,Kitgum,Maize,3245,1684,8418,9256,5428,135,0.62
2018-09-01,Northern,Lira,Sunflower,3047,2492,10221,11040,4099,69,0.61
2018-09-01,Eastern,Jinja,Sunflower,2764,2497,12028,13337,4745,152,0.58
2018-09-01,Central,Kampala,Groundnuts,3421,2890,13542,16665,7279,115,0.84
2018-09-01,Central,Wakiso,Sorghum,3453,3093,13648,17729,6335,113,0.91
2018-09-01,Central,Luweero,Sorghum,3404,3177,15925,18939,6935,85,0.87
2018-09-01,Central,Mukono,Sorghum,3989,2980,13491,17887,6305,158,0.85
2018-09-01,Central,Wakiso,Sweet Potatoes,3930,3275,12465,17921,5905,103,0.82
2018-09-01,Central,Masaka,Sweet Potatoes,4632,3300,12649,17119,5756,134,0.83
2018-09-01,Central,Masaka,Groundnuts,4138,3173,13130,16330,6244,101,0.85
2018-09-01,Central,Mukono,Sweet Potatoes,3582,2484,12730,18183,6560,142,0.97
2018-09-01,Central,Masaka,Cotton,3249,2687,11771,15454,6118,127,0.75
2018-09-01,Central,Luweero,Cotton,3347,2983,12181,17553,5985,122,0.89
2018-09-01,Central,Kampala,Soybeans,3088,2841,13866,14695,6900,101,0.86
2018-09-01,Central,Masaka,Soybeans,3529,2886,12606,16008,6826,107,0.74
2018-09-01,Central,Wakiso,Soybeans,4086,2837,9284,15572,6895,133,0.83
2018-09-01,Central,Wakiso,Sunflower,3546,3228,12703,16179,5289,105,0.83
2018-09-01,Central,Mukono,Cotton,3383,3319,14120,20996,5996,92,0.84
2018-09-01,Central,Luweero,Groundnuts,3854,3118,13830,16067,6781,97,0.81
2018-09-01,Central,Luweero,Matooke,2743,3389,13539,18368,7547,101,0.81
2018-09-01,Central,Masaka,Matooke,3278,3055,12698,17157,6725,90,0.71
2018-09-01,Central,Kampala,Maize,4314,2522,12431,14941,5680,87,0.72
2018-09-01,Central,Luweero,Maize,4586,2810,10893,15422,8132,90,0.86
2018-09-01,Central,Masaka,Beans,4228,2527,10907,13818,7880,87,0.74
2018-09-01,Central,Luweero,Beans,4469,3159,10734,12063,7438,134,0.76
2018-09-01,Central,Mukono,Beans,5443,2414,10008,10064,7333,136,0.77
2018-09-01,Central,Mukono,Coffee,4789,2817,19048,19483,7383,103,0.74
2018-09-01,Central,Kampala,Coffee,5400,3233,18184,19889,8036,149,0.78
2018-09-01,Central,Masaka,Coffee,6807,3424,14631,12294,7820,122,0.73
2018-09-01,Central,Mukono,Rice,3081,2855,13023,16272,6035,126,0.83
2018-09-01,Central,Wakiso,Rice,3452,2834,13515,16310,6656,105,0.86
2018-09-01,Central,Luweero,Rice,3760,3502,14784,17730,6945,142,0.71
2018-09-01,Central,Wakiso,Cassava,3831,2849,13232,16618,6174,79,0.84
2018-09-01,Central,Kampala,Cassava,4149,3413,15990,17839,5910,128,0.71
2018-09-01,Central,Mukono,Cassava,3372,2510,14203,14827,6255,95,0.63
2018-09-01,Central,Wakiso,Matooke,3640,2869,13584,16560,5512,131,0.86
2018-09-01,Central,Kampala,Sunflower,3754,3315,14609,18959,6861,127,0.81
2018-09-01,Central,Masaka,Sunflower,3586,2985,13967,21631,4403,105,0.72
2018-09-01,Central,Mukono,Maize,3856,2488,9817,12423,8061,130,0.9
2018-09-01,Eastern,Jinja,Maize,3338,2583,8031,10860,4458,115,0.56
2018-09-01,Eastern,Jinja,Groundnuts,3481,2154,11011,14368,4359,99,0.78
2018-09-01,Eastern,Iganga,Sorghum,2517,2386,11316,14221,5310,91,0.7
2018-09-01,Eastern,Tororo,Sorghum,3186,2301,11323,11324,5169,126,0.73
2018-09-01,Eastern,Mbale,Sorghum,2827,2193,9989,14440,4253,126,0.72
2018-09-01,Eastern,Mbale,Sweet Potatoes,2997,2366,10190,13161,4888,120,0.74
2018-09-01,Eastern,Soroti,Sweet Potatoes,2742,2277,11067,15839,5443,131,0.69
2018-09-01,Eastern,Iganga,Groundnuts,2913,2322,11140,15269,5260,128,0.8
2018-09-01,Eastern,Tororo,Cotton,2949,2361,12054,11460,4662,96,0.63
2018-09-01,Eastern,Soroti,Cotton,3090,2215,10572,11496,4577,123,0.81
2018-09-01,Eastern,Soroti,Soybeans,2669,2540,11029,16431,4998,129,0.63
2018-09-01,Eastern,Jinja,Soybeans,3468,2190,10560,13808,4834,98,0.66
2018-09-01,Eastern,Mbale,Soybeans,2916,2240,9805,12718,5456,139,0.69
2018-09-01,Eastern,Iganga,Sunflower,2719,1675,10603,12514,5204,116,0.53
2018-09-01,Eastern,Soroti,Sunflower,3296,2749,10371,13538,4901,116,0.75
2018-09-01,Eastern,Jinja,Cotton,2668,2653,10178,13278,5335,136,0.7
2018-09-01,Eastern,Mbale,Groundnuts,2985,2106,10624,15404,4881,150,0.49
2018-09-01,Eastern,Jinja,Sweet Potatoes,3379,2256,9370,12212,5040,142,0.56
2018-09-01,Eastern,Iganga,Matooke,2747,2214,11003,12713,4146,153,0.58
2018-09-01,Eastern,Soroti,Matooke,2958,2799,12521,12969,5894,128,0.7
2018-09-01,Eastern,Soroti,Maize,3657,2172,9328,10788,6156,176,0.8
2018-09-01,Eastern,Iganga,Beans,4131,2114,8795,7643,5710,131,0.69
2018-09-01,Eastern,Jinja,Beans,4270,2178,8482,8193,5547,157,0.67
2018-09-01,Eastern,Tororo,Beans,3572,1994,6473,8969,5644,127,0.63
2018-09-01,Eastern,Tororo,Coffee,4658,2475,12541,18708,7183,138,0.6
2018-09-01,Eastern,Iganga,Coffee,5258,3083,12730,15654,7306,117,0.77
2018-09-01,Eastern,Jinja,Coffee,5500,2699,11096,16205,5901,113,0.75
2018-09-01,Eastern,Iganga,Maize,3328,1905,7911,8890,5937,119,0.61
2018-09-01,Eastern,Jinja,Rice,3086,2016,13928,12425,5511,119,0.63
2018-09-01,Eastern,Soroti,Rice,2900,2440,10132,14213,4916,125,0.64
2018-09-01,Eastern,Jinja,Cassava,3114,2590,11221,11405,4532,142,0.67
2018-09-01,Eastern,Tororo,Cassava,3031,2597,11266,12124,5918,76,0.54
2018-09-01,Eastern,Iganga,Cassava,2915,2530,10232,11860,4671,129,0.78
2018-09-01,Eastern,Tororo,Matooke,2724,2105,10200,12877,4690,104,0.75
2018-09-01,Eastern,Tororo,Rice,2635,2296,10732,13752,4998,124,0.74
2018-10-01,Northern,Arua,Sweet Potatoes,2337,2022,10542,10946,3994,108,0.62
2018-10-01,Northern,Gulu,Sorghum,2344,2346,9278,10403,4312,124,0.64
2018-10-01,Northern,Arua,Sorghum,2627,2225,11037,12533,4717,149,0.54
2018-10-01,Northern,Lira,Sorghum,2617,2105,9449,13729,4661,81,0.59
2018-10-01,Northern,Nebbi,Sweet Potatoes,2312,1942,9910,11601,3525,128,0.57
2018-10-01,Northern,Gulu,Sweet Potatoes,2630,2025,6841,11128,4595,97,0.61
2018-10-01,Northern,Arua,Sunflower,2094,1877,8793,10565,4616,94,0.54
2018-10-01,Northern,Nebbi,Cotton,2492,1734,7246,9637,4786,75,0.67
2018-10-01,Northern,Gulu,Cotton,1848,2064,8687,11745,4695,101,0.53
2018-10-01,Northern,Kitgum,Soybeans,2287,2128,7841,12500,4670,72,0.49
2018-10-01,Northern,Nebbi,Soybeans,2216,1849,9544,11198,3962,87,0.5
2018-10-01,Northern,Gulu,Soybeans,2485,2004,8951,9458,4714,98,0.58
2018-10-01,Northern,Lira,Sunflower,2225,2154,9222,11201,4149,106,0.59
2018-10-01,Northern,Gulu,Groundnuts,2408,2073,8257,12427,4543,119,0.67
2018-10-01,Northern,Lira,Cotton,2365,2192,9985,13186,4409,99,0.61
2018-10-01,Northern,Kitgum,Groundnuts,2486,2252,8995,10971,4457,86,0.6
2018-10-01,Northern,Kitgum,Maize,2812,2381,6686,8117,4918,115,0.62
2018-10-01,Northern,Kitgum,Matooke,2743,2158,9341,10392,3924,80,0.51
2018-10-01,Northern,Kitgum,Sunflower,2243,2196,8386,13011,4406,93,0.57
2018-10-01,Northern,Kitgum,Beans,3014,2025,5578,8100,5229,56,0.69
2018-10-01,Northern,Nebbi,Beans,3609,1864,6869,7394,4947,113,0.6
2018-10-01,Northern,Gulu,Beans,2501,1447,7648,6332,4150,88,0.6
2018-10-01,Northern,Lira,Coffee,3617,2700,11206,12270,6301,90,0.51
2018-10-01,Northern,Gulu,Coffee,3827,2281,11472,14327,5928,109,0.66
2018-10-01,Northern,Nebbi,Coffee,3925,2428,11965,14039,5693,107,0.72
2018-10-01,Northern,Lira,Rice,2307,2172,9249,12296,3880,73,0.59
2018-10-01,Northern,Gulu,Rice,2585,2137,9266,12325,4980,110,0.6
2018-10-01,Northern,Kitgum,Rice,2252,2216,8745,11651,4252,98,0.58
2018-10-01,Northern,Lira,Cassava,2532,1894,10110,11441,4478,129,0.63
2018-10-01,Northern,Nebbi,Cassava,2025,1818,7433,12725,3942,102,0.58
2018-10-01,Northern,Arua,Cassava,2739,2125,8782,10820,4637,98,0.59
2018-10-01,Northern,Arua,Matooke,2672,2405,11760,13678,4454,130,0.69
2018-10-01,Northern,Nebbi,Matooke,2430,1755,9069,11950,4057,154,0.73
2018-10-01,Northern,Lira,Groundnuts,2258,2019,9209,11227,4200,101,0.63
2018-10-01,Western,Hoima,Maize,3471,1440,9523,9775,7290,101,0.71
2018-10-01,Western,Hoima,Matooke,2930,1970,12019,11753,5316,146,0.72
2018-10-01,Western,Fort Portal,Maize,3037,2001,7510,8870,5348,168,0.82
2018-10-01,Western,Hoima,Sorghum,2848,2364,10416,10965,4574,108,0.76
2018-10-01,Western,Fort Portal,Sweet Potatoes,2984,2164,10269,11276,5285,84,0.77
2018-10-01,Western,Kabale,Sweet Potatoes,2978,2164,10403,11131,4270,170,0.78
2018-10-01,Western,Mbarara,Sweet Potatoes,3180,2020,10468,13096,4871,161,0.65
2018-10-01,Western,Fort Portal,Cotton,3003,2506,10393,11988,5335,129,0.88
2018-10-01,Western,Hoima,Cotton,2997,2310,11907,12275,5123,173,0.84
2018-10-01,Western,Mbarara,Sorghum,2874,2306,11846,12165,4997,194,0.74
2018-10-01,Western,Kabale,Cotton,2689,2047,10104,13951,5089,148,0.75
2018-10-01,Western,Kabale,Soybeans,2778,2034,10839,12194,4836,196,0.73
2018-10-01,Western,Mbarara,Soybeans,2431,2128,11034,13152,4797,192,0.78
2018-10-01,Western,Kasese,Sunflower,2342,2275,9524,13609,4588,102,0.73
2018-10-01,Western,Fort Portal,Sunflower,2543,2258,11552,14765,3695,213,0.71
2018-10-01,Western,Hoima,Sunflower,2492,2286,10866,13082,3262,156,0.8
2018-10-01,Northern,Gulu,Maize,3372,1737,6920,9785,5835,84,0.57
2018-10-01,Western,Hoima,Soybeans,2601,2005,10174,13270,4509,119,0.88
2018-10-01,Western,Fort Portal,Sorghum,2681,2181,8930,13236,4585,127,0.74
2018-10-01,Western,Kabale,Groundnuts,2945,2072,9323,11481,4272,149,0.78
2018-10-01,Western,Hoima,Groundnuts,2912,2223,9253,14130,3713,139,0.73
2018-10-01,Western,Kasese,Beans,3677,1899,6779,8128,5086,244,0.71
2018-10-01,Western,Hoima,Beans,3859,1833,7129,6848,4934,168,0.79
2018-10-01,Western,Kabale,Beans,4024,1864,7784,9024,5424,235,0.76
2018-10-01,Western,Hoima,Coffee,4295,2366,13724,15131,5822,174,0.85
2018-10-01,Western,Fort Portal,Coffee,3751,2553,12854,15554,6777,133,0.64
2018-10-01,Western,Mbarara,Coffee,4958,2641,13649,14697,7140,136,0.77
2018-10-01,Western,Fort Portal,Rice,3388,2616,8637,12310,5353,141,0.75
2018-10-01,Western,Hoima,Rice,3014,2105,6974,13263,4829,167,0.79
2018-10-01,Western,Mbarara,Rice,2609,2714,10216,12501,4697,185,0.74
2018-10-01,Western,Hoima,Cassava,2682,2238,9684,12239,4685,152,0.86
2018-10-01,Western,Mbarara,Cassava,2275,1998,8594,12386,5641,120,0.82
2018-10-01,Western,Fort Portal,Cassava,2385,1512,10333,13509,3967,188,0.85
2018-10-01,Western,Fort Portal,Matooke,2494,2261,11312,13963,4180,164,0.71
2018-10-01,Western,Kasese,Matooke,2541,2461,9585,12560,5054,220,0.82
2018-10-01,Western,Fort Portal,Groundnuts,3160,2275,9795,13387,4779,131,0.6
2018-10-01,Western,Kabale,Maize,2965,1955,7923,11305,5608,167,0.85
2018-10-01,Northern,Nebbi,Maize,2599,1568,8051,10072,6438,112,0.67
